BookID,Title,Author,Genre,Publisher,PublicationYear,ISBN,CopiesAvailable,TotalCopies
1169,The Sum of Us,Heather McGhee,Non-Fiction,One World,2021,978-0-525-50956-1,5,9
1170,Braiding Sweetgrass,Robin Wall Kimmerer,Science,Milkweed Editions,2013,978-1-57131-356-0,8,12
1171,Entangled Life,Merlin Sheldrake,Science,Random House,2020,978-0-525-51031-4,7,11
1172,The Gene: An Intimate History,Siddhartha Mukherjee,Science,Scribner,2016,978-1-4767-3350-0,9,13
1173,The Code Breaker,Walter Isaacson,Biography,Simon & Schuster,2021,978-1-9821-1585-2,10,14
1174,Leonardo da Vinci,Walter Isaacson,Biography,Simon & Schuster,2017,978-1-5011-3916-1,8,12
1175,Steve Jobs,Walter Isaacson,Biography,Simon & Schuster,2011,978-1-4516-4853-9,12,16
1176,Einstein: His Life and Universe,Walter Isaacson,Biography,Simon & Schuster,2007,978-0-7432-6473-0,11,15
1177,Benjamin Franklin: An American Life,Walter Isaacson,Biography,Simon & Schuster,2003,978-0-684-80761-4,10,14
1178,John Adams,David McCullough,Biography,Simon & Schuster,2001,978-0-684-81363-9,9,13
1179,1776,David McCullough,History,Simon & Schuster,2005,978-0-7432-2671-4,12,16
1180,The Wright Brothers,David McCullough,Biography,Simon & Schuster,2015,978-1-4767-2874-2,11,15
1181,Truman,David McCullough,Biography,Simon & Schuster,1992,978-0-671-86920-5,8,12
1182,Alexander Hamilton,Ron Chernow,Biography,Penguin Press,2004,978-1-59420-009-0,10,14
1183,Washington: A Life,Ron Chernow,Biography,Penguin Press,2010,978-1-59420-266-7,9,13
1184,Grant,Ron Chernow,Biography,Penguin Press,2017,978-1-59420-562-0,7,11
1185,Team of Rivals,Doris Kearns Goodwin,History,Simon & Schuster,2005,978-0-684-82490-1,11,15
1186,No Ordinary Time,Doris Kearns Goodwin,History,Simon & Schuster,1994,978-0-671-64246-3,9,13
1187,The Bully Pulpit,Doris Kearns Goodwin,History,Simon & Schuster,2013,978-1-4165-4786-0,8,12
1188,Leadership: In Turbulent Times,Doris Kearns Goodwin,History,Simon & Schuster,2018,978-1-4767-9592-8,10,14
1189,The Splendid and the Vile,Erik Larson,History,Crown,2020,978-0-385-34871-3,9,13
1190,The Devil in the White City,Erik Larson,History,Crown,2003,978-0-609-60844-9,12,16
1191,Dead Wake,Erik Larson,History,Crown,2015,978-0-307-40886-0,10,14
1192,In the Garden of Beasts,Erik Larson,History,Crown,2011,978-0-307-40884-6,8,12
1193,Isaac's Storm,Erik Larson,History,Crown,1999,978-0-609-60233-1,7,11
1194,Thunderstruck,Erik Larson,History,Crown,2006,978-1-4000-8067-2,6,10
1195,Unbroken,Laura Hillenbrand,Biography,Random House,2010,978-1-4000-6416-8,13,17
1196,Seabiscuit: An American Legend,Laura Hillenbrand,Biography,Random House,2001,978-0-449-00561-3,11,15
1197,The Boys in the Boat,Daniel James Brown,History,Viking,2013,978-0-670-02581-7,12,16
1198,Hidden Figures,Margot Lee Shetterly,History,William Morrow,2016,978-0-06-236359-6,10,14
1199,Moneyball: The Art of Winning an Unfair Game,Michael Lewis,Business,W. W. Norton & Company,2003,978-0-393-32481-5,9,13

1200,The Big Short,Michael Lewis,Business,W. W. Norton & Company,2010,978-0-393-33882-9,8,12
